model,layer,subject,rsa_All pairs,rsa_Both in RSR,rsa_One in RSR,rsa_Neither in RSR
rsr,2,M09,0.04101943013743343,0.15370895559004524,0.011295977310960338,0.03259409082700786
rsr,2,M10,0.033812168732566025,0.002127349683523873,0.021691138390406182,0.04429805821584975
rsr,3,M01,-0.03117912945367226,-0.07100409461855929,-0.012925314862271295,-0.0423505380575778
rsr,3,M02,0.07687786046356229,0.14193676675283354,0.08436361947668489,0.046641877655588804
rsr,3,M03,0.004548779006719055,0.007072065507994264,-0.01663198660768001,0.013457107491607103
rsr,3,M04,0.055989296404930076,0.10573121904088012,0.07304130874477407,0.032953018736035795
rsr,3,M05,0.06090936441414242,0.19747725160672916,0.061517330725170065,0.03961998772056293
rsr,3,M06,0.0323459374976442,0.01831224537755231,0.030641713642110976,0.035704392460138915
rsr,3,M07,0.01721052963976192,-0.0009982915417111366,0.008459203809835829,0.02845409894996988
rsr,3,M08,0.036410855905690175,-0.03992735270864975,0.008573680673938884,0.05549984331097641
rsr,3,M09,0.05320530319742753,0.19594350540519898,0.03207869060340683,0.04268296056724593
rsr,3,M10,0.03758036135804547,0.008267956796775363,0.020300197695820834,0.05253318106890922
rsr,4,M01,-0.05345453763484211,-0.08099591571113884,-0.03664467102809827,-0.06806719727608736
rsr,4,M02,0.09129919028912656,0.1370588840753315,0.09300313476922042,0.05811494157125988
rsr,4,M03,0.00352395426834926,0.016410488923058873,-0.020838914677693027,0.009461771011959599
rsr,4,M04,0.06084456810627721,0.11671482396534238,0.08511932183997246,0.02886026157078602
rsr,4,M05,0.07053436235633606,0.20860325879841263,0.06581063616899653,0.046824614222614525
rsr,4,M06,0.031179940301228896,0.022390749607748155,0.03323453927082757,0.03203729059340539
rsr,4,M07,0.011311671155893432,-0.01789452714146632,0.0054926103514202716,0.0261461156775181
rsr,4,M08,0.0394899718188817,-0.04953881218063247,0.004637759290131903,0.059479424520340815
rsr,4,M09,0.047889769023263584,0.16621877341475103,0.008618783975104865,0.045773430698406045
rsr,4,M10,0.03437181480519117,0.025893336274837846,0.025815681560274754,0.03809066421748499
rsr,5,M01,-0.024997280985085225,-0.04936580449349246,-0.006163572919331316,-0.04518924088026248
rsr,5,M02,0.11606336245180779,0.1350463711217056,0.13026516592626153,0.057658249720742634
rsr,5,M03,0.02355539382379903,0.00451137760912496,-0.010189745822840735,0.0335481534605632
rsr,5,M04,0.05448488429165405,0.09579389448434698,0.07209800934666688,0.0238953816365144
rsr,5,M05,0.08786368001511144,0.19083975649950138,0.06595164649514747,0.07160354158541465
rsr,5,M06,0.017886384861796657,0.004900231717264356,-0.00021233842989880537,0.033620679853103574
rsr,5,M07,0.000504192762526194,-0.04963661966531039,-0.015184169814498298,0.03188953829319847
rsr,5,M08,0.05397038430076918,-0.05073358933768557,0.02122246492085736,0.0635529132321211
rsr,5,M09,0.04975833026663213,0.11821972817399341,-0.014908807277633232,0.05941333223199119
rsr,5,M10,0.029017608087171874,0.039549654674501986,0.019666370450522185,0.026896689496061763
rsr,6,M01,-0.02044409129479026,-0.02291037031598915,-0.006189490242095313,-0.040367873899934396
rsr,6,M02,0.12702220647300105,0.14545703196045495,0.13221991526254578,0.07429466210313525
rsr,6,M03,0.03499375451824622,0.011639614539935533,0.004700869556781527,0.043420443760810376
rsr,6,M04,0.06043521426436591,0.08976484073265596,0.07755776486476776,0.03263589331029599
rsr,6,M05,0.09141980663926497,0.16079302568294981,0.05928089253530139,0.08666371109742083
rsr,6,M06,0.018825236477040663,0.009662857098587007,-0.0052576515791214066,0.03847252185301043
rsr,6,M07,-0.0018047267882310618,-0.05498620800839362,-0.024936059839559772,0.03580639143289689
rsr,6,M08,0.0660253122580703,-0.05121612642960254,0.028442192902922346,0.08013161918799344
rsr,6,M09,0.05605650136775503,0.10702970636726282,-0.009550971995404688,0.06833996920142969
rsr,6,M10,0.025610393636741547,0.03595995176030967,0.023668332301521596,0.019081566421759677
rsr,7,M01,-0.013114120918397922,0.0010076620535956387,0.0007027028152475092,-0.03638159144544428
rsr,7,M02,0.13772566598024574,0.1538344319090278,0.14602257630432114,0.0787773593360879
rsr,7,M03,0.02929199009262318,-0.002008373696013954,-0.006236994399398716,0.040593153749320904
rsr,7,M04,0.06490734902204146,0.08764016939229279,0.07014272522144747,0.04511247063209485
rsr,7,M05,0.09425065150182961,0.15143416422227884,0.07341414347281527,0.08236233361658028
rsr,7,M06,0.01257798105287981,0.003954105151162219,-0.014637928311021025,0.03457579964093075
rsr,7,M07,0.004824430966993824,-0.024182494777046374,-0.009022515320597072,0.0341066638120994
rsr,7,M08,0.08147799394148983,-0.043794961394597785,0.05332319343809377,0.08737211190680011
rsr,7,M09,0.048845956667011414,0.0657027828575708,-0.028314624757766686,0.07019930225746085
rsr,7,M10,0.02622587820341073,0.02076175621100769,0.017737308178764382,0.026586156410423042
rsr,8,M01,0.0035307265819915666,0.01441382467772264,0.015633253230795188,-0.021256526453581618
rsr,8,M02,0.15899464327271529,0.1488816072715172,0.16330412521125906,0.09049066450958294
rsr,8,M03,0.02519754474127724,-0.0044492518531662915,-0.0089053136508362,0.03079319170172098
rsr,8,M04,0.06286844660400735,0.09422794913804201,0.05498083378750958,0.047052741949085604
rsr,8,M05,0.09948016127020465,0.1282225061249576,0.06883848870857409,0.09429758876580378
rsr,8,M06,0.011233687374012072,0.025767040958359876,-0.025265185837360534,0.03562364374795682
rsr,8,M07,0.0066960020962847045,-0.01583635692205984,-0.0019549435245121718,0.03473235454982286
rsr,8,M08,0.09778763011291848,-0.03926094698983373,0.067409921322566,0.0991905972926359
rsr,8,M09,0.04115087591195153,0.029441329343610396,-0.050671248065440044,0.0703086186838036
rsr,8,M10,0.021832318152107042,-0.00954548221428885,0.0060126141669285755,0.030247852541169195
rsr,9,M01,0.01956846598825345,0.020087654867077073,0.022252351806255437,0.001296604563903879
rsr,9,M02,0.186206148934595,0.16321395276597958,0.1952034479597148,0.11030926163356783
rsr,9,M03,0.025757718892160816,-0.01650430471724111,-0.024006170862690964,0.04449730348622479
rsr,9,M04,0.06346773774849349,0.08498928847194619,0.039603356942240514,0.059260851747153995
rsr,9,M05,0.09806430760017233,0.10495776813590636,0.06043665468007011,0.09790576961274831
rsr,9,M06,0.005651042667329907,0.022877588281105025,-0.047135793850053107,0.04278233067805721
rsr,9,M07,-0.0109863127425,-0.012102444043471794,-0.017024045652686885,0.012042582226937538
rsr,9,M08,0.1099605964017341,-0.02282356395983075,0.0839720197231339,0.10497873316654009
rsr,9,M09,0.034897149719536925,-0.009335590126431814,-0.05768386191613219,0.06648163980928523
rsr,9,M10,0.03609172540838229,-0.0038943552257758433,0.024131814638804882,0.04289449350427915
rsr,10,M01,0.020083419811190533,0.0021081069315594778,0.015463286263886948,0.0029177528264010934
rsr,10,M02,0.20321645200440988,0.14327240410074257,0.19787147552047069,0.12265989605741759
rsr,10,M03,0.02827209216362239,-0.02444188825406335,-0.02352003215836907,0.04532367594051923
rsr,10,M04,0.06191601832846983,0.08359544327501603,0.02408649904634955,0.06459374945727887
rsr,10,M05,0.08891011880022742,0.04627000133917157,0.03182056544774461,0.09903725518887364
rsr,10,M06,0.005394828546954853,0.025094275096831695,-0.05421029145095441,0.047423433874893305
rsr,10,M07,-0.025877403400606146,0.017190056485002936,-0.021446679957220532,-0.012183234922482782
rsr,10,M08,0.12744789591819286,0.00860837937734793,0.10001414153084225,0.11210797531120877
rsr,10,M09,0.04989716849673943,-0.050004474972801534,-0.04605982745930406,0.07860246222038776
rsr,10,M10,0.03920211399928275,0.017812479824808318,0.04866086352963264,0.026576240280417763
rsr,11,M01,0.03892167026422697,-0.0028802666242657145,0.021934898608021895,0.027224948152437367
rsr,11,M02,0.21102672812054435,0.12105700111892764,0.20027590172679507,0.11799175858281359
rsr,11,M03,0.03421702451262528,-0.051604220567093045,-0.0329602891875046,0.059712066586523185
rsr,11,M04,0.04314882353828565,0.031841309274482574,-0.006744014191090582,0.05423037617653874
rsr,11,M05,0.08891015861403441,0.009961732157567738,0.02886741503237487,0.09184795016407644
rsr,11,M06,-0.01366998995744499,-0.017921406491698794,-0.0853390888770105,0.037519397186575196
rsr,11,M07,-0.03929102592495736,0.018946835626095913,-0.02961459312228118,-0.023294402426558048
rsr,11,M08,0.14676287346047812,0.01562738712867963,0.11522426886688256,0.12675581556957052
rsr,11,M09,0.05271063910701986,-0.09643206323546066,-0.051065854152208254,0.07566166345418517
rsr,11,M10,0.03094083414673296,0.03864700138085928,0.05536386534847263,0.0010755918750035484
rsr,12,M01,0.06287629211672605,0.024512403200583184,0.03966669052535224,0.06129185669356793
rsr,12,M02,0.2140595150123826,0.11896438873457876,0.19339293623996454,0.13063430757033603
rsr,12,M03,0.042867304810350906,-0.050198230596492095,-0.024262831802817866,0.07609825271610313
rsr,12,M04,0.04838342385719908,0.063514392036393,0.006644038786617635,0.045643122775112795
rsr,12,M05,0.10710442218574444,0.02145358774396072,0.04933103573330765,0.11367468602781013
rsr,12,M06,-0.002383145199999533,0.010528448910973126,-0.05574541581585813,0.03720940981171138
rsr,12,M07,-0.02523346939483957,0.03620783500225593,-0.01548834298798108,-0.008181250415977883
rsr,12,M08,0.14666715617214252,0.019915938392204617,0.11636828775079483,0.12853698443976727
rsr,12,M09,0.056657260798487874,-0.09465250710996811,-0.046680014841806255,0.08314064258854476
rsr,12,M10,0.009140850840242899,-0.008534994250416232,0.02907337950591897,-0.021335533035233945
