Mode,Step,MLM Loss (Mean),MLM Loss (StdErr),All pairs (Mean),All pairs (StdErr),Both in RSR (Mean),Both in RSR (StdErr),One in RSR (Mean),One in RSR (StdErr),Neither in RSR (Mean),Neither in RSR (StdErr),All pairs (Pearson) (Mean),All pairs (Pearson) (StdErr),Both in RSR (Pearson) (Mean),Both in RSR (Pearson) (StdErr),One in RSR (Pearson) (Mean),One in RSR (Pearson) (StdErr),Neither in RSR (Pearson) (Mean),Neither in RSR (Pearson) (StdErr)
vanilla_targetwords,400,2.250999927520752,0.006434643639768604,0.5724999904632568,0.00035354883784976247,0.46399998664855957,0.0,0.6779999732971191,0.0014142164248232526,0.5879999995231628,0.0007070976756995249,0.5910000205039978,0.0,0.5019999742507935,0.0007071187491237277,0.6950000524520874,0.0014142164248232526,0.5885000228881836,0.0010606465135492875
vanilla_targetwords,800,2.2597498893737793,0.0225920594445114,0.5680000185966492,0.002828432849646505,0.45399999618530273,0.0035355305253460304,0.6764999628067017,0.002474884011796743,0.5835000276565552,0.00035354883784976247,0.5874999761581421,0.002474884011796743,0.49549996852874756,0.004596187575607419,0.6949999928474426,0.0021213351739469803,0.5855000019073486,0.0003535699112739652
vanilla_targetwords,1200,2.281049966812134,0.01813730615544083,0.565500020980835,0.00035354883784976247,0.44749999046325684,0.0010606570502613888,0.6759999990463257,0.0,0.5864999890327454,0.0010606675869734902,0.5855000019073486,0.0003535699112739652,0.49050000309944153,0.0010606675869734902,0.6935000419616699,0.00035354883784976247,0.5885000228881836,0.0010606465135492875
vanilla_targetwords,1600,2.235100030899048,0.015273512099982086,0.5669999718666077,0.0,0.45100000500679016,0.0014142164248232526,0.6769999861717224,0.0,0.5870000123977661,0.0007070976756995249,0.5874999761581421,0.00035354883784976247,0.4934999942779541,0.0017677652626730152,0.6959999799728394,0.0007071187491237277,0.5894999504089355,0.00035354883784976247
vanilla_targetwords,2000,2.2378499507904053,0.012409718044523343,0.5680000185966492,0.0,0.44999998807907104,0.002121324637234879,0.6755000352859497,0.00035354883784976247,0.5885000228881836,0.0010606465135492875,0.5879999995231628,0.0007070976756995249,0.4925000071525574,0.0024748734750846416,0.6944999694824219,0.0010606465135492875,0.590499997138977,0.0010606675869734902
vanilla_targetwords,2400,2.208050012588501,0.029451037554026848,0.5715000033378601,0.0010606675869734902,0.45649999380111694,0.00459619811231952,0.6769999861717224,0.0,0.5885000228881836,0.002474884011796743,0.590499997138977,0.0010606675869734902,0.4984999895095825,0.005303295788019045,0.6949999928474426,0.0,0.5895000100135803,0.0017677652626730152
vanilla_targetwords,2800,2.229450225830078,0.011985467868473309,0.5665000081062317,0.0010606675869734902,0.4514999985694885,0.00459619811231952,0.6740000247955322,0.0007071187491237277,0.5864999890327454,0.0010606675869734902,0.5870000123977661,0.0007070976756995249,0.49449998140335083,0.004596187575607419,0.6924999952316284,0.0010606675869734902,0.5879999995231628,0.0007070976756995249
vanilla_targetwords,3200,2.214449882507324,0.007459907874081452,0.5690000057220459,0.0021213351739469803,0.45249998569488525,0.003889089899907894,0.6744999885559082,0.00035354883784976247,0.5885000228881836,0.0017677652626730152,0.5889999866485596,0.0021213141005227776,0.49650001525878906,0.00459619811231952,0.6935000419616699,0.00035354883784976247,0.5900000333786011,0.0014142164248232526
vanilla_targetwords,3600,2.248199939727783,0.007283228285565483,0.5640000104904175,0.0007070976756995249,0.4480000138282776,0.0014142058881111512,0.6725000143051147,0.0024748629383725402,0.5829999446868896,0.0014142164248232526,0.5844999551773071,0.00035354883784976247,0.4909999966621399,0.0014142164248232526,0.6920000314712524,0.0014142164248232526,0.5859999656677246,0.0007071187491237277
vanilla_targetwords,4000,2.218250036239624,0.009934855106150803,0.5640000104904175,0.0007070976756995249,0.4449999928474426,0.0014142164248232526,0.675000011920929,0.0,0.5864999890327454,0.0024748629383725402,0.5855000019073486,0.0010606675869734902,0.4880000054836273,0.0014142164248232526,0.6949999928474426,0.0007070976756995249,0.5889999866485596,0.0021213141005227776
vanilla_targetwords,4400,2.2248001098632812,0.0007777779404755936,0.5640000104904175,0.0007070976756995249,0.44350001215934753,0.0017677652626730152,0.6770000457763672,0.0014142164248232526,0.5850000381469727,0.0007071187491237277,0.5849999785423279,0.0,0.48750001192092896,0.0017677652626730152,0.6940000057220459,0.0,0.5865000486373901,0.00035354883784976247
vanilla_targetwords,4800,2.240600109100342,0.007707394167918706,0.562999963760376,0.0028284117762223024,0.44300001859664917,0.004242638737757657,0.6710000038146973,0.0014141953513990499,0.5844999551773071,0.0031819816874962678,0.5835000276565552,0.002474884011796743,0.48649999499320984,0.00459619811231952,0.690500020980835,0.0010606465135492875,0.5865000486373901,0.0031819816874962678
vanilla_targetwords,5200,2.2042500972747803,0.00844993734312728,0.565500020980835,0.0038890793631957926,0.4490000009536743,0.008485277475515314,0.6740000247955322,0.0,0.5855000019073486,0.0024748629383725402,0.5859999656677246,0.003535551598770233,0.49049997329711914,0.007424620425253925,0.6924999952316284,0.0003535699112739652,0.5870000123977661,0.0021213141005227776
vanilla_targetwords,5600,2.2417500019073486,0.03652209860471891,0.5705000162124634,0.0038890793631957926,0.45649999380111694,0.00813172863766555,0.6744999885559082,0.00035354883784976247,0.590999960899353,0.0021213141005227776,0.5894999504089355,0.0031819816874962678,0.4975000023841858,0.0067175227495543995,0.6914999485015869,0.00035354883784976247,0.5920000076293945,0.0021213351739469803
vanilla_targetwords,6000,2.2388999462127686,0.0026163077616214885,0.5680000185966492,0.0,0.4494999945163727,0.00459619811231952,0.6710000038146973,0.0035355305253460304,0.5915000438690186,0.00035354883784976247,0.5870000123977661,0.0,0.4925000071525574,0.003889089899907894,0.6894999742507935,0.0038890793631957926,0.5920000076293945,0.0
vanilla_targetwords,6400,2.2011499404907227,0.012056190280097783,0.5699999928474426,0.0,0.4505000114440918,0.006717512212842298,0.6740000247955322,0.0028284117762223024,0.593999981880188,0.0035355305253460304,0.5889999866485596,0.0,0.49300000071525574,0.004949746950169283,0.6920000314712524,0.003535551598770233,0.593999981880188,0.0021213141005227776
vanilla_targetwords,6800,2.2472000122070312,0.011384369516513684,0.5665000081062317,0.0038891004366199957,0.4505000114440918,0.010960150950599955,0.6720000505447388,0.0014142164248232526,0.5874999761581421,0.0010606465135492875,0.5859999656677246,0.003535551598770233,0.49299997091293335,0.00919238568792694,0.6909999847412109,0.0014142164248232526,0.5894999504089355,0.00035354883784976247
vanilla_targetwords,7200,2.2451000213623047,0.0123743146918627,0.5720000267028809,0.0028284117762223024,0.4560000002384186,0.0063639633749925355,0.6779999732971191,0.0,0.5895000100135803,0.0010606675869734902,0.5910000205039978,0.002828432849646505,0.4985000193119049,0.006010414537142773,0.6959999799728394,0.0007071187491237277,0.590999960899353,0.0014142164248232526
vanilla_targetwords,7600,2.206550121307373,0.014601775630094798,0.5735000371932983,0.002474884011796743,0.4570000171661377,0.00919238568792694,0.6794999837875366,0.00035354883784976247,0.593500018119812,0.002474884011796743,0.5929999947547913,0.0021213351739469803,0.4975000023841858,0.007424630961966026,0.6985000371932983,0.0010606465135492875,0.5954999923706055,0.0017677652626730152
vanilla_targetwords,8000,2.2214999198913574,0.005303337934867451,0.5709999799728394,0.0014142164248232526,0.4494999945163727,0.006717512212842298,0.6805000305175781,0.00035354883784976247,0.593500018119812,0.0038890793631957926,0.590499997138977,0.0017677652626730152,0.4925000071525574,0.005303295788019045,0.6980000138282776,0.0,0.593999981880188,0.0021213141005227776
rsr_all,0,,,0.5699999928474426,0.0,0.4580000042915344,0.0,0.675000011920929,0.0,0.5870000123977661,0.0,0.5879999995231628,0.0,0.4970000088214874,0.0,0.6909999847412109,0.0,0.5879999995231628,0.0
rsr_all,400,1.7393999099731445,0.007919603549640533,0.5835000276565552,0.00035354883784976247,0.48500001430511475,0.0014142058881111512,0.6714999675750732,0.0031819816874962678,0.597000002861023,0.0021213351739469803,0.6000000238418579,0.0007071187491237277,0.5230000019073486,0.0014141953513990499,0.690500020980835,0.0031819816874962678,0.593500018119812,0.0017677652626730152
rsr_all,800,1.8118500709533691,0.008449895196278874,0.5950000286102295,0.0007071187491237277,0.5024999976158142,0.0024748629383725402,0.6770000457763672,0.0014142164248232526,0.6110000014305115,0.0014141953513990499,0.6119999885559082,0.0007070976756995249,0.5419999957084656,0.002828432849646505,0.6949999928474426,0.0,0.6069999933242798,0.0007070976756995249
rsr_all,1200,1.8703500032424927,0.01446033080684585,0.6009999513626099,0.004949746950169283,0.5219999551773071,0.007778179799815788,0.6679999828338623,0.0014142164248232526,0.6169999837875366,0.004949746950169283,0.6169999837875366,0.004949746950169283,0.5600000023841858,0.0063639633749925355,0.687999963760376,0.0014142164248232526,0.6134999990463257,0.00459619811231952
rsr_all,1600,1.850100040435791,0.0023334602619719974,0.6060000061988831,0.004242628201045555,0.527999997138977,0.007778158726391585,0.6679999828338623,0.0021213141005227776,0.6265000104904175,0.0038891004366199957,0.6215000152587891,0.0031819816874962678,0.565500020980835,0.006717512212842298,0.687999963760376,0.0014142164248232526,0.621999979019165,0.0021213141005227776
rsr_all,2000,1.8433499336242676,0.01156117554557487,0.6154999732971191,0.0010606465135492875,0.5454999804496765,0.00459619811231952,0.6700000166893005,0.002828432849646505,0.6334999799728394,0.00035354883784976247,0.6295000314712524,0.0010606465135492875,0.5820000171661377,0.0035355305253460304,0.6899999976158142,0.0014141953513990499,0.628000020980835,0.0007071187491237277
rsr_all,2400,1.8307499885559082,0.01813730615544083,0.6184999942779541,0.0031819816874962678,0.5529999732971191,0.004949746950169283,0.6700000166893005,0.0007070976756995249,0.6345000267028809,0.004596177038895317,0.6315000057220459,0.0024748629383725402,0.5879999995231628,0.0035355305253460304,0.6894999742507935,0.0010606465135492875,0.6304999589920044,0.0031819816874962678
rsr_all,2800,1.815850019454956,0.0027930716438342683,0.6230000257492065,0.004242649274469758,0.5584999918937683,0.00813172863766555,0.6735000014305115,0.0010606675869734902,0.6414999961853027,0.0031819816874962678,0.6360000371932983,0.0028284117762223024,0.5929999947547913,0.00565686569929301,0.6914999485015869,0.00035354883784976247,0.6365000009536743,0.0017677652626730152
rsr_all,3200,1.8204500675201416,0.007813562079052228,0.6265000104904175,0.0010606675869734902,0.5625,0.0003535699112739652,0.6690000295639038,0.005656844625868808,0.6455000042915344,0.0003535699112739652,0.6384999752044678,0.0017677652626730152,0.5974999666213989,0.00035354883784976247,0.6890000104904175,0.00565686569929301,0.6419999599456787,0.0014142164248232526
rsr_all,3600,1.8201000690460205,0.006717491139418095,0.6234999895095825,0.0010606675869734902,0.5615000128746033,0.00459619811231952,0.6669999957084656,0.002828432849646505,0.6430000066757202,0.0014142164248232526,0.6355000138282776,0.0010606675869734902,0.596500039100647,0.0031819816874962678,0.6865000128746033,0.0017677652626730152,0.6389999985694885,0.0007070976756995249
rsr_all,4000,1.8519999980926514,0.017889819861603574,0.6240000128746033,0.002828432849646505,0.5634999871253967,0.007424630961966026,0.6664999723434448,0.001767786336097218,0.6434999704360962,0.0031819816874962678,0.637499988079071,0.0024748629383725402,0.5985000133514404,0.005303295788019045,0.6865000128746033,0.0017677652626730152,0.6389999985694885,0.002828432849646505
rsr_all,4400,1.8316500186920166,0.0008131812931362362,0.6304999589920044,0.00035354883784976247,0.5744999647140503,0.0038890793631957926,0.671500027179718,0.00813172863766555,0.6519999504089355,0.0014142164248232526,0.6430000066757202,0.0007070976756995249,0.6080000400543213,0.0014142164248232526,0.6909999847412109,0.0063639633749925355,0.6464999914169312,0.0010606675869734902
rsr_all,4800,1.7254999876022339,0.0021920575855714545,0.6274999976158142,0.0003535699112739652,0.5750000476837158,0.0014142164248232526,0.6620000004768372,0.004242628201045555,0.6495000123977661,0.0024748629383725402,0.6399999856948853,0.0,0.6074999570846558,0.00035354883784976247,0.6829999685287476,0.003535551598770233,0.6434999704360962,0.002474884011796743
rsr_all,5200,1.787600040435791,0.01916261253660208,0.6290000081062317,0.004242628201045555,0.5774999856948853,0.006010414537142773,0.6629999876022339,0.0007070976756995249,0.652999997138977,0.00565686569929301,0.6414999961853027,0.0031819816874962678,0.6115000247955322,0.004596177038895317,0.6820000410079956,0.0014142164248232526,0.6460000276565552,0.004242649274469758
rsr_all,5600,1.857100009918213,0.019869710212301606,0.6325000524520874,0.0031819816874962678,0.578000009059906,0.0007070976756995249,0.6685000061988831,0.0010606675869734902,0.653499960899353,0.006010414537142773,0.6449999809265137,0.002828432849646505,0.6115000247955322,0.00035354883784976247,0.6875,0.0010606675869734902,0.6495000123977661,0.005303295788019045
rsr_all,6000,1.8282499313354492,0.022026406592060822,0.6234999895095825,0.00035354883784976247,0.5669999718666077,0.0,0.656499981880188,0.00035354883784976247,0.6490000486373901,0.0014142164248232526,0.6354999542236328,0.00035354883784976247,0.6010000109672546,0.0,0.6759999990463257,0.0007070976756995249,0.6439999938011169,0.0021213351739469803
rsr_all,6400,1.800950050354004,0.0006717786167356934,0.628000020980835,0.0014142164248232526,0.574999988079071,0.004242628201045555,0.6599999666213989,0.003535551598770233,0.6504999995231628,0.0024748629383725402,0.640500009059906,0.0017677652626730152,0.6089999675750732,0.004242649274469758,0.6805000305175781,0.0038890793631957926,0.6455000042915344,0.0010606675869734902
rsr_all,6800,1.8886001110076904,0.010889439075687582,0.6260000467300415,0.0014142164248232526,0.5679999589920044,0.004242649274469758,0.6629999876022339,0.004949746950169283,0.6495000123977661,0.0024748629383725402,0.637499988079071,0.0017677652626730152,0.6029999852180481,0.0035355305253460304,0.6815000176429749,0.00459619811231952,0.6434999704360962,0.0010606465135492875
rsr_all,7200,1.8276500701904297,0.002863751908610337,0.6265000104904175,0.0031819816874962678,0.5684999823570251,0.005303295788019045,0.6644999980926514,0.00459619811231952,0.6490000486373901,0.0014142164248232526,0.6384999752044678,0.0031819816874962678,0.6019999980926514,0.004242628201045555,0.6829999685287476,0.004242649274469758,0.6440000534057617,0.0014142164248232526
rsr_all,7600,1.8243499994277954,0.01375319098429792,0.625,0.0007070976756995249,0.5715000033378601,0.0003535699112739652,0.6644999980926514,0.0031819816874962678,0.6425000429153442,0.00035354883784976247,0.6365000009536743,0.0010606675869734902,0.6060000061988831,0.0007070976756995249,0.6814999580383301,0.0031819816874962678,0.637499988079071,0.0010606675869734902
rsr_all,8000,1.8710500001907349,0.004631517171283352,0.6274999976158142,0.0038891004366199957,0.5724999904632568,0.005303295788019045,0.6664999723434448,0.006717512212842298,0.6484999656677246,0.0010606465135492875,0.6395000219345093,0.0038890793631957926,0.6080000400543213,0.005656844625868808,0.6814999580383301,0.006717512212842298,0.6419999599456787,0.0021213141005227776
rsr_targetwords,0,,,0.5699999928474426,0.0,0.4580000042915344,0.0,0.675000011920929,0.0,0.5870000123977661,0.0,0.5879999995231628,0.0,0.4970000088214874,0.0,0.6909999847412109,0.0,0.5879999995231628,0.0
rsr_targetwords,400,2.250699996948242,0.022061683504176248,0.5049999952316284,0.002828432849646505,0.3684999942779541,0.00035354883784976247,0.5744999647140503,0.004596177038895317,0.5770000219345093,0.004242649274469758,0.5180000066757202,0.002828432849646505,0.40049999952316284,0.00035354883784976247,0.5914999842643738,0.00459619811231952,0.5579999685287476,0.004242649274469758
rsr_targetwords,800,2.273099899291992,0.02729438332111604,0.47699999809265137,0.0007070976756995249,0.33799999952316284,0.0021213141005227776,0.5449999570846558,0.005656844625868808,0.5679999589920044,0.0007071187491237277,0.4855000078678131,0.00035354883784976247,0.3684999942779541,0.0024748734750846416,0.5579999685287476,0.004242649274469758,0.5464999675750732,0.00035354883784976247
rsr_targetwords,1200,2.271850109100342,0.018278666684992964,0.46799999475479126,0.0,0.33649998903274536,0.0010606570502613888,0.5370000004768372,0.002828432849646505,0.5649999976158142,0.0,0.4754999876022339,0.0003535593745618639,0.36500000953674316,0.002121324637234879,0.5460000038146973,0.0035355305253460304,0.5450000166893005,0.0007070976756995249
rsr_targetwords,1600,2.3046998977661133,0.011101564163712599,0.4724999964237213,0.009545945062488804,0.35100001096725464,0.01272791621327297,0.5275000333786011,0.009545945062488804,0.5735000371932983,0.006717512212842298,0.4814999997615814,0.009545945062488804,0.38050001859664917,0.014495681475945986,0.5390000343322754,0.007778179799815788,0.5550000071525574,0.0063639633749925355
rsr_targetwords,2000,2.293300151824951,0.0245366307362456,0.48350000381469727,0.00813172863766555,0.36949998140335083,0.01378858380024646,0.5384999513626099,0.0031819816874962678,0.5764999985694885,0.00459619811231952,0.49299997091293335,0.00919238568792694,0.4039999842643738,0.014142132638096223,0.550000011920929,0.004242628201045555,0.5600000023841858,0.004242628201045555
rsr_targetwords,2400,2.2499499320983887,0.0010252642343128477,0.48250001668930054,0.007424620425253925,0.37400001287460327,0.011313699788449717,0.5334999561309814,0.0031819816874962678,0.5770000219345093,0.004949746950169283,0.4925000071525574,0.007424630961966026,0.41100001335144043,0.010606602112750193,0.5444999933242798,0.00459619811231952,0.5625,0.00459619811231952
rsr_targetwords,2800,2.2760000228881836,0.014000677278135172,0.4880000054836273,0.010606612649462294,0.38749998807907104,0.007424620425253925,0.5354999899864197,0.015202789688357612,0.5745000243186951,0.0017677652626730152,0.49950000643730164,0.010253042738188329,0.4230000078678131,0.0063639633749925355,0.5519999861717224,0.015556359599631576,0.5614999532699585,0.0038890793631957926
rsr_targetwords,3200,2.2672500610351562,0.0254204501473095,0.47450000047683716,0.0031819816874962678,0.37550002336502075,0.0024748734750846416,0.5195000171661377,0.0038890793631957926,0.5715000033378601,0.0017677652626730152,0.48500001430511475,0.0035355410620581318,0.4104999899864197,0.0017677652626730152,0.5329999923706055,0.004949746950169283,0.5579999685287476,0.0007071187491237277
rsr_targetwords,3600,2.26924991607666,0.007177186814977177,0.49400001764297485,0.0063639633749925355,0.3935000002384186,0.006010414537142773,0.5350000262260437,0.0063639633749925355,0.5849999785423279,0.0063639633749925355,0.5049999952316284,0.0063639633749925355,0.4325000047683716,0.00813172863766555,0.5494999885559082,0.006010414537142773,0.5724999904632568,0.006010393463718571
rsr_targetwords,4000,2.2585999965667725,0.008555978813715585,0.484499990940094,0.007424620425253925,0.38499999046325684,0.0063639633749925355,0.5230000019073486,0.008485298548939516,0.5814999938011169,0.00813172863766555,0.49549999833106995,0.006717512212842298,0.4259999990463257,0.007778179799815788,0.5375000238418579,0.007424609888541823,0.5699999928474426,0.007071061050692061
rsr_targetwords,4400,2.262049913406372,0.006328602169180298,0.4739999771118164,0.004242638737757657,0.38199999928474426,0.0021213141005227776,0.5074999928474426,0.0038891004366199957,0.5735000371932983,0.0010606465135492875,0.4860000014305115,0.004242649274469758,0.4235000014305115,0.0010606675869734902,0.5234999656677246,0.0038890793631957926,0.562000036239624,0.0028284117762223024
rsr_targetwords,4800,2.271550178527832,0.017076638568467337,0.47850000858306885,0.0031819816874962678,0.3869999945163727,0.0021213141005227776,0.5105000138282776,0.005303295788019045,0.5785000324249268,0.00035354883784976247,0.4919999837875366,0.0035355410620581318,0.43199998140335083,0.0014142058881111512,0.5245000123977661,0.00459619811231952,0.5699999928474426,0.0007070976756995249
rsr_targetwords,5200,2.2751500606536865,0.0071064644033527035,0.49050000309944153,0.0038890793631957926,0.4039999842643738,0.006363952838280435,0.5170000195503235,0.002828432849646505,0.5839999914169312,0.002828432849646505,0.503000020980835,0.002828432849646505,0.45100000500679016,0.007071061050692061,0.5299999713897705,0.0014142164248232526,0.5755000114440918,0.0017677652626730152
rsr_targetwords,5600,2.2698001861572266,0.02524368626509672,0.49699997901916504,0.002121324637234879,0.41100001335144043,0.0035355410620581318,0.5264999866485596,0.0024748629383725402,0.5920000076293945,0.004949746950169283,0.5105000138282776,0.0017677652626730152,0.4560000002384186,0.0035355305253460304,0.5410000085830688,0.0014142164248232526,0.5844999551773071,0.006010414537142773
